실행순서,실행묶음,하위검증유형,비교기간유형,기간형태,필요공식값,계산규칙,좌표난이도,원문수치구성,공식조회경로,현재실행준비,완료판정기준,Claim번호,원문,현재결과상태,실패원인코드,대표분류,기본검증방법,기사작성일,지표,기사값,단위,기준시점,주기,공식자료경로,실패단계,실패원인_쉬운설명,추가처리조건,분류근거,분류방식,분류확신도,기사번호,문장번호,분야,지역,대상집단,차원,비교조건,계산방식,조건,출처힌트,현재판정,세부문제유형,남은작업,공식근거URL,실행일시,개선후상태,해결여부,공식좌표,공식값,공표근거,응답해시,남은원인,검토메모,원문수치개수,원문수치표현,원문수치목록JSON,미포함숫자위치JSON,목록화상태
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,월간,월간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,수치 1개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A01285_6,지난달 취업자 수 증가폭은 취업자가 26만명 넘게 늘어난 작년 4월 이후 11개월 만에 가장 크다.,AUTO,OUTSIDE_TOLERANCE,직접값 확인,직접값 확인,2025-04-09,취업자 수,260000,명,2024-04,M,KOSIS 정규 통계표,최종 판정,기사 수치와 공식 계산값이 허용 오차를 벗어남,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=DONE | 최신결과사유=OUTSIDE_TOLERANCE,12개 슬롯 + 통합 원장 진단 규칙,확정,A01285,6,,,,,"{""claimed_operands"": ""[{'raw': '11개', 'value': 11.0, 'unit': '개'}]""}",DIRECT_VALUE,"{""direction"": ""INCREASE""}",,MISMATCH,DONE,대시보드 재현 실패,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7001S&itmId=T30&prdSe=M&startPrdDe=202404&endPrdDe=202404&objL1=0,,,,,,,,,,3,26만명 | 4월 | 11개월,"[{""mention_id"":""n1"",""expression"":""26만명"",""start"":20,""end"":24,""context"":""지난달 취업자 수 증가폭은 취업자가 26만명 넘게 늘어난 작년 4월 이후 11개월 만에"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""4월"",""start"":35,""end"":37,""context"":""가폭은 취업자가 26만명 넘게 늘어난 작년 4월 이후 11개월 만에 가장 크다."",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""11개월"",""start"":41,""end"":45,""context"":""자가 26만명 넘게 늘어난 작년 4월 이후 11개월 만에 가장 크다."",""role_status"":""미분류""}]",[],COMPLETE
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,분기,분기,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A01349_18,"11일 해외건설협회의 ‘1분기 해외 수... 태국 고속도로·바라카 원전… K건설, 59년만에 수주 1조달러 “놀라운 일을 계획하고 있습니다.” 1963년 1월, 정주영 현대건설 사장은 시무식에서 임직원을 상대로 이렇게 말했다.",HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-04-14,해외건설,1000000000000,달러,2025-Q1,Q,KOSIS 정규 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A01349,18,,,,,,DIRECT_VALUE,,,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,,6,11일 | 1분기 | 59년 | 1조달러 | 1963년 | 1월,"[{""mention_id"":""n1"",""expression"":""11일"",""start"":0,""end"":3,""context"":""11일 해외건설협회의 ‘1분기 해외 수... 태국"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""1분기"",""start"":13,""end"":16,""context"":""11일 해외건설협회의 ‘1분기 해외 수... 태국 고속도로·바라카 원전…"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""59년"",""start"":46,""end"":49,""context"":"".. 태국 고속도로·바라카 원전… K건설, 59년만에 수주 1조달러 “놀라운 일을 계획하고 "",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""1조달러"",""start"":55,""end"":59,""context"":""로·바라카 원전… K건설, 59년만에 수주 1조달러 “놀라운 일을 계획하고 있습니다.” 196"",""role_status"":""미분류""},{""mention_id"":""n5"",""expression"":""1963년"",""start"":80,""end"":85,""context"":""조달러 “놀라운 일을 계획하고 있습니다.” 1963년 1월, 정주영 현대건설 사장은 시무식에서 "",""role_status"":""미분류""},{""mention_id"":""n6"",""expression"":""1월"",""start"":86,""end"":88,""context"":""라운 일을 계획하고 있습니다.” 1963년 1월, 정주영 현대건설 사장은 시무식에서 임직원"",""role_status"":""미분류""}]",[],COMPLETE
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,월간,월간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,수치 1개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A01384_4,앞서 이 총재는 지난 2월 “추경을 15~20조원 규모로 하는 게 바람직하다고 본다”며 “이 정도면 성장률을 0.2%포인트 올리는 효과가 있을 것”이라고 한 바 있다.,HOLD,KOSIS_METADATA_UNAVAILABLE,직접값 확인,직접값 확인,2025-04-17,경제성장률,0.2,%p,2025-02,M,KOSIS 정규 통계표,KOSIS 공식 구조 확인,KOSIS 표의 항목·기간·분류 구조 조회를 완료하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=OFFICIAL_METADATA_LOOKUP | 최신결과사유=KOSIS_METADATA_UNAVAILABLE,12개 슬롯 + 통합 원장 진단 규칙,확정,A01384,4,,,,,"{""claimed_operands"": ""[{'raw': '20조원', 'value': 20000000000000.0, 'unit': '원'}]""}",DIRECT_VALUE,,,UNDETERMINED,OFFICIAL_METADATA_LOOKUP,KOSIS_METADATA_UNAVAILABLE,,,,,,,,,,,3,2월 | 15~20조원 | 0.2%포인트,"[{""mention_id"":""n1"",""expression"":""2월"",""start"":12,""end"":14,""context"":""앞서 이 총재는 지난 2월 “추경을 15~20조원 규모로 하는 게 바"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""15~20조원"",""start"":20,""end"":27,""context"":""앞서 이 총재는 지난 2월 “추경을 15~20조원 규모로 하는 게 바람직하다고 본다”며 “이"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""0.2%포인트"",""start"":61,""end"":68,""context"":""바람직하다고 본다”며 “이 정도면 성장률을 0.2%포인트 올리는 효과가 있을 것”이라고 한 바 있다"",""role_status"":""미분류""}]",[],COMPLETE
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,수치 2개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A01385_7,"농가 인구는 2003년 약 353만명에서 2013년 284만7000명으로 크게 감소했고, 지난해에는 간신히 200만명에 턱걸이할 정도로 가파르게 줄고 있다.",HOLD,KOSIS_METADATA_UNAVAILABLE,직접값 확인,직접값 확인,2025-04-17,총인구,3530000,명,2003,Y,KOSIS 정규 통계표,KOSIS 공식 구조 확인,KOSIS 표의 항목·기간·분류 구조 조회를 완료하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=OFFICIAL_METADATA_LOOKUP | 최신결과사유=KOSIS_METADATA_UNAVAILABLE,12개 슬롯 + 통합 원장 진단 규칙,확정,A01385,7,,,,,"{""claimed_operands"": ""[{'raw': '284만7000명', 'value': 2847000.0, 'unit': '명'}, {'raw': '200만명', 'value': 2000000.0, 'unit': '명'}]""}",DIRECT_VALUE,"{""direction"": ""DECREASE""}",,UNDETERMINED,OFFICIAL_METADATA_LOOKUP,KOSIS_METADATA_UNAVAILABLE,,,,,,,,,,,5,2003년 | 353만명 | 2013년 | 284만7000명 | 200만명,"[{""mention_id"":""n1"",""expression"":""2003년"",""start"":7,""end"":12,""context"":""농가 인구는 2003년 약 353만명에서 2013년 284만700"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""353만명"",""start"":15,""end"":20,""context"":""농가 인구는 2003년 약 353만명에서 2013년 284만7000명으로 크게 "",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""2013년"",""start"":23,""end"":28,""context"":""농가 인구는 2003년 약 353만명에서 2013년 284만7000명으로 크게 감소했고, 지난"",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""284만7000명"",""start"":29,""end"":38,""context"":""는 2003년 약 353만명에서 2013년 284만7000명으로 크게 감소했고, 지난해에는 간신히 20"",""role_status"":""미분류""},{""mention_id"":""n5"",""expression"":""200만명"",""start"":60,""end"":65,""context"":""0명으로 크게 감소했고, 지난해에는 간신히 200만명에 턱걸이할 정도로 가파르게 줄고 있다."",""role_status"":""미분류""}]",[],COMPLETE
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,분기,분기,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A01386_5,또 작년 4분기의 깜짝 성장률(5.4%)과도 같다.,HOLD,KOSIS_METADATA_UNAVAILABLE,직접값 확인,직접값 확인,2025-04-17,경제성장률,5.4,%,2024-Q4,Q,KOSIS 정규 통계표,KOSIS 공식 구조 확인,KOSIS 표의 항목·기간·분류 구조 조회를 완료하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=OFFICIAL_METADATA_LOOKUP | 최신결과사유=KOSIS_METADATA_UNAVAILABLE,12개 슬롯 + 통합 원장 진단 규칙,확정,A01386,5,,,,,,DIRECT_VALUE,,,UNDETERMINED,OFFICIAL_METADATA_LOOKUP,KOSIS_METADATA_UNAVAILABLE,,,,,,,,,,,2,4분기 | 5.4%,"[{""mention_id"":""n1"",""expression"":""4분기"",""start"":5,""end"":8,""context"":""또 작년 4분기의 깜짝 성장률(5.4%)과도 같다."",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""5.4%"",""start"":17,""end"":21,""context"":""또 작년 4분기의 깜짝 성장률(5.4%)과도 같다."",""role_status"":""미분류""}]",[],COMPLETE
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,월간,월간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A01464_3,"통계청이 23일 발표한 ‘2월 인구 동향’에 따르면, 지난 2월 혼인 건수는 1만9370건으로 집계됐다.",HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-04-23,총인구,19370,건,2025-02,M,KOSIS 정규 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A01464,3,,,,,,DIRECT_VALUE,,통계청,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,,4,23일 | 2월 | 2월 | 1만9370건,"[{""mention_id"":""n1"",""expression"":""23일"",""start"":5,""end"":8,""context"":""통계청이 23일 발표한 ‘2월 인구 동향’에 따르면, 지난"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""2월"",""start"":14,""end"":16,""context"":""통계청이 23일 발표한 ‘2월 인구 동향’에 따르면, 지난 2월 혼인 건"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""2월"",""start"":33,""end"":35,""context"":""발표한 ‘2월 인구 동향’에 따르면, 지난 2월 혼인 건수는 1만9370건으로 집계됐다."",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""1만9370건"",""start"":43,""end"":50,""context"":"" 동향’에 따르면, 지난 2월 혼인 건수는 1만9370건으로 집계됐다."",""role_status"":""미분류""}]",[],COMPLETE
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,분기,분기,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,수치 1개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A01480_15,설비투자의 1분기 성장률은 2021년 3분기(-4.9%) 이후 3년 6개월 만에 가장 낮은 수준을 보였다.,HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-04-24,경제성장률,4.9,%,2021-Q3,Q,KOSIS 정규 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A01480,15,,,,,"{""claimed_operands"": ""[{'raw': '6개', 'value': 6.0, 'unit': '개'}]""}",DIRECT_VALUE,,,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,,6,1분기 | 2021년 | 3분기 | -4.9% | 3년 | 6개월,"[{""mention_id"":""n1"",""expression"":""1분기"",""start"":6,""end"":9,""context"":""설비투자의 1분기 성장률은 2021년 3분기(-4.9%) 이"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""2021년"",""start"":15,""end"":20,""context"":""설비투자의 1분기 성장률은 2021년 3분기(-4.9%) 이후 3년 6개월 만에"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""3분기"",""start"":21,""end"":24,""context"":""설비투자의 1분기 성장률은 2021년 3분기(-4.9%) 이후 3년 6개월 만에 가장 "",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""-4.9%"",""start"":25,""end"":30,""context"":""비투자의 1분기 성장률은 2021년 3분기(-4.9%) 이후 3년 6개월 만에 가장 낮은 수준을"",""role_status"":""미분류""},{""mention_id"":""n5"",""expression"":""3년"",""start"":35,""end"":37,""context"":""장률은 2021년 3분기(-4.9%) 이후 3년 6개월 만에 가장 낮은 수준을 보였다."",""role_status"":""미분류""},{""mention_id"":""n6"",""expression"":""6개월"",""start"":38,""end"":41,""context"":"" 2021년 3분기(-4.9%) 이후 3년 6개월 만에 가장 낮은 수준을 보였다."",""role_status"":""미분류""}]",[],COMPLETE
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,분기,분기,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A01480_17,순수출 성장 기여도는 올해 1분기 0.3%포인트로 집계됐다.,HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-04-24,수출액,0.3,%p,2025-Q1,Q,KOSIS 정규 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A01480,17,,,,,,DIRECT_VALUE,,,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,,2,1분기 | 0.3%포인트,"[{""mention_id"":""n1"",""expression"":""1분기"",""start"":15,""end"":18,""context"":""순수출 성장 기여도는 올해 1분기 0.3%포인트로 집계됐다."",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""0.3%포인트"",""start"":19,""end"":26,""context"":""순수출 성장 기여도는 올해 1분기 0.3%포인트로 집계됐다."",""role_status"":""미분류""}]",[],COMPLETE
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,분기,분기,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,수치 1개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A01555_14,"미 상무부 발표에 따르면 올해 1분기 연방정부 지출은 5.1% 감소했고, 이는 GDP에서 0.25%포인트를 깎아내렸다.",HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-04-30,GDP,0.25,%p,2025-Q1,Q,KOSIS 정규 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A01555,14,,,,,"{""claimed_operands"": ""[{'raw': '5.1%', 'value': 5.1, 'unit': '%'}]""}",DIRECT_VALUE,"{""direction"": ""DECREASE""}",,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,,3,1분기 | 5.1% | 0.25%포인트,"[{""mention_id"":""n1"",""expression"":""1분기"",""start"":17,""end"":20,""context"":""미 상무부 발표에 따르면 올해 1분기 연방정부 지출은 5.1% 감소했고, 이는 "",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""5.1%"",""start"":30,""end"":34,""context"":""발표에 따르면 올해 1분기 연방정부 지출은 5.1% 감소했고, 이는 GDP에서 0.25%포인트"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""0.25%포인트"",""start"":50,""end"":58,""context"":""지출은 5.1% 감소했고, 이는 GDP에서 0.25%포인트를 깎아내렸다."",""role_status"":""미분류""}]",[],COMPLETE
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,월간,월간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A01584_3,"2일 통계청이 발표한 ‘4월 소비자물가 동향’에 따르면, 지난달 소비자물가 지수는 116.38로 전년 동월 대비 2.1% 올랐다.",HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-05-02,소비자물가 상승률,2.1,%,2025-04,M,KOSIS 정규 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A01584,3,,,,,,DIRECT_VALUE,,통계청,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,,4,2일 | 4월 | 116.38 | 2.1%,"[{""mention_id"":""n1"",""expression"":""2일"",""start"":0,""end"":2,""context"":""2일 통계청이 발표한 ‘4월 소비자물가 동향’에"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""4월"",""start"":13,""end"":15,""context"":""2일 통계청이 발표한 ‘4월 소비자물가 동향’에 따르면, 지난달 소비자"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""116.38"",""start"":46,""end"":52,""context"":""동향’에 따르면, 지난달 소비자물가 지수는 116.38로 전년 동월 대비 2.1% 올랐다."",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""2.1%"",""start"":63,""end"":67,""context"":""물가 지수는 116.38로 전년 동월 대비 2.1% 올랐다."",""role_status"":""미분류""}]",[],COMPLETE
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,월간,월간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A01589_4,"2일 통계청이 발표한 ‘4월 소비자물가 동향’에 따르면, 지난달 소비자물가 지수는 116.38로 전년 동월 대비 2.1% 올랐다.",HOLD,KOSIS_METADATA_UNAVAILABLE,직접값 확인,직접값 확인,2025-05-03,소비자물가 상승률,2.1,%,2025-04,M,KOSIS 정규 통계표,KOSIS 공식 구조 확인,KOSIS 표의 항목·기간·분류 구조 조회를 완료하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=OFFICIAL_METADATA_LOOKUP | 최신결과사유=KOSIS_METADATA_UNAVAILABLE,12개 슬롯 + 통합 원장 진단 규칙,확정,A01589,4,,,,,,DIRECT_VALUE,,통계청,UNDETERMINED,OFFICIAL_METADATA_LOOKUP,KOSIS_METADATA_UNAVAILABLE,,,,,,,,,,,4,2일 | 4월 | 116.38 | 2.1%,"[{""mention_id"":""n1"",""expression"":""2일"",""start"":0,""end"":2,""context"":""2일 통계청이 발표한 ‘4월 소비자물가 동향’에"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""4월"",""start"":13,""end"":15,""context"":""2일 통계청이 발표한 ‘4월 소비자물가 동향’에 따르면, 지난달 소비자"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""116.38"",""start"":46,""end"":52,""context"":""동향’에 따르면, 지난달 소비자물가 지수는 116.38로 전년 동월 대비 2.1% 올랐다."",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""2.1%"",""start"":63,""end"":67,""context"":""물가 지수는 116.38로 전년 동월 대비 2.1% 올랐다."",""role_status"":""미분류""}]",[],COMPLETE
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,월간,월간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,수치 1개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A01629_25,"가공식품 물가가 본격적으로 오르기 전인 작년 11월에는 물가가 오른 가공식품이 48개에 그쳤는데, 5개월 만에 큰 폭으로 늘어난 것이다.",HOLD,KOSIS_METADATA_UNAVAILABLE,직접값 확인,직접값 확인,2025-05-06,물가상승률,48,개,2024-11,M,KOSIS 정규 통계표,KOSIS 공식 구조 확인,KOSIS 표의 항목·기간·분류 구조 조회를 완료하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=OFFICIAL_METADATA_LOOKUP | 최신결과사유=KOSIS_METADATA_UNAVAILABLE,12개 슬롯 + 통합 원장 진단 규칙,확정,A01629,25,,,,,"{""claimed_operands"": ""[{'raw': '5개', 'value': 5.0, 'unit': '개'}]""}",DIRECT_VALUE,"{""direction"": ""INCREASE""}",,UNDETERMINED,OFFICIAL_METADATA_LOOKUP,KOSIS_METADATA_UNAVAILABLE,,,,,,,,,,,3,11월 | 48개 | 5개월,"[{""mention_id"":""n1"",""expression"":""11월"",""start"":25,""end"":28,""context"":""공식품 물가가 본격적으로 오르기 전인 작년 11월에는 물가가 오른 가공식품이 48개에 그쳤는"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""48개"",""start"":44,""end"":47,""context"":""인 작년 11월에는 물가가 오른 가공식품이 48개에 그쳤는데, 5개월 만에 큰 폭으로 늘어난"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""5개월"",""start"":55,""end"":58,""context"":""물가가 오른 가공식품이 48개에 그쳤는데, 5개월 만에 큰 폭으로 늘어난 것이다."",""role_status"":""미분류""}]",[],COMPLETE
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,수치 2개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A01641_17,실제 근로소득세 수입은 2008년 15조6000억원에서 지난해 61조원으로 거의 4배로 늘었다.,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,직접값 확인,직접값 확인,2025-05-07,수입액,15600000000000,원,2008,Y,KOSIS 정규 통계표,필수 조건 검사,공식 구조는 확인했지만 실제 값을 조회할 좌표를 확정하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=COORDINATE_GENERAL | 최신결과사유=NO_EVIDENCE_COORDINATE_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A01641,17,,,,,"{""claimed_operands"": ""[{'raw': '61조원', 'value': 61000000000000.0, 'unit': '원'}, {'raw': '4배', 'value': 4.0, 'unit': '배'}]""}",DIRECT_VALUE,,,UNDETERMINED,COORDINATE_GENERAL,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,,,,,,,4,2008년 | 15조6000억원 | 61조원 | 4배,"[{""mention_id"":""n1"",""expression"":""2008년"",""start"":13,""end"":18,""context"":""실제 근로소득세 수입은 2008년 15조6000억원에서 지난해 61조원으로 "",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""15조6000억원"",""start"":19,""end"":28,""context"":""실제 근로소득세 수입은 2008년 15조6000억원에서 지난해 61조원으로 거의 4배로 늘었다"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""61조원"",""start"":35,""end"":39,""context"":""은 2008년 15조6000억원에서 지난해 61조원으로 거의 4배로 늘었다."",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""4배"",""start"":45,""end"":47,""context"":""조6000억원에서 지난해 61조원으로 거의 4배로 늘었다."",""role_status"":""미분류""}]",[],COMPLETE
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A01641_18,지난해 기업들이 낸 법인세 수입(62조5000억원)과 맞먹는 수준이다.,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,직접값 확인,직접값 확인,2025-05-07,수입액,62500000000000,원,2024,Y,KOSIS 정규 통계표,필수 조건 검사,공식 구조는 확인했지만 실제 값을 조회할 좌표를 확정하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=COORDINATE_GENERAL | 최신결과사유=NO_EVIDENCE_COORDINATE_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A01641,18,,,,,,DIRECT_VALUE,,,UNDETERMINED,COORDINATE_GENERAL,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,,,,,,,1,62조5000억원,"[{""mention_id"":""n1"",""expression"":""62조5000억원"",""start"":18,""end"":27,""context"":""지난해 기업들이 낸 법인세 수입(62조5000억원)과 맞먹는 수준이다."",""role_status"":""미분류""}]",[],COMPLETE
