claim_id,indicator,dimension,population,region,source_sentence,nearest_reject_count,nearest_reject_codes,nearest_table_ids,nearest_table_names
A00448_20,전산업생산,"{""raw"": ""{\""품목\"": [\""반도체\""]}""}",,,다만 반도체를 중심으로 수출 실적이 회복되면서 작년 산업 생산은 1.7% 늘어 전년(1%)에 비해 증가 폭이 커졌다.,1,DIMENSION_MEMBER_CONFLICT,DT_1JH20201,전산업생산지수(원지수)
A01164_6,제조업생산,"{""raw"": ""{\""품목\"": [\""자동차\""], \""산업\"": [\""제조업\"", \""서비스업\""]}""}",,,"전자부품(9.1%)과 전기장비(6%) 등 생산이 늘어나면서 제조업 생산이 0.8% 증가했고, 자동차 판매(9.5%) 등 도·소매업(6.5%)과 금융·보험(2.3%) 생산 증가에 힘입어 서비스업 생산도 전월 대비 0.5% 늘었다.",1,DIMENSION_MEMBER_CONFLICT|FREQUENCY_CONFLICT|METADATA_INCOMPLETE,DT_1F32001|DT_1F02007|DT_1F02004|DT_1YL15009|DT_1F02003|DT_115012_A0031|DT_115036_A010|DT_115036_A011|DT_115036_A026|DT_115036_A027|DT_115036_A032|DT_115036_A065|DT_115036_A066|DT_115039_1_5|DT_115039_4_1_1|DT_115039_4_1_11|DT_115039_4_1_7|DT_1F02011|DT_1F02012|DT_1F02013|DT_1F02016|DT_1F02031|DT_1F32002|DT_1F48005|DT_1JH20201|DT_1JH20202|DT_200Y103|DT_200Y104|DT_2IFS031|DT_344N_1D8A_AA|DT_344N_1D8B_BB|DT_373001_B002|DT_404Y014|DT_404Y016|DT_405Y006|DT_512Y007|DT_512Y008|DT_512Y013|DT_512Y014|DT_512Y021|DT_D8001_C|TX_14503_A018|DT_1F02001|DT_512Y019|DT_512Y020,"제조업 생산능력 및 가동률지수(2020=100)|기업규모별 제조업생산지수(매출액 기준)(2020=100)|시도 공업구조별  제조업생산지수(2020=100)|제조업생산 증감률(시도)|시도 재별 제조업생산지수(2020=100)|소재부품장비산업별 생산통계지수|생산 실적|생산 전망|생산설비 실적|생산설비 전망|생산설비 가동률 실적|생산유형(제품, 서비스)|디지털 기술별 적용 업무 프로세스_빅데이터|디지털 기술별 적용 업무 프로세스_5G 기술|디지털 기술별 적용 업무 프로세스_RPA|기본분류 일부항목 제외 광공업생산지수(2020=100)|품목별 광공업 생산·출하·재고·내수·수출량|제조업 재고율|내수/수출 광공업출하지수(2020=100)|광역경제권/산업별지수(2020=100)|제조업 평균가동률|수요자/기종별 기계수주(불변금액)|전산업생산지수(원지수)|전산업생산지수(계절조정지수)|경제활동별 GDP 및 GNI(계절조정, 명목, 분기)|경제활동별 GDP 및 GNI(계절조정, 실질, 분기)|생산지수|노동생산성지수(산업생산기준)|노동생산성지수(부가가치기준)|기계산업별 생산·출하·재고지수|생산자물가지수(기본분류)|생산자물가지수(품목별)|국내공급물가지수|업종별 기업경기실사지수, 2009.8~(실적)|업종별 기업경기실사지수, 2009.9~(전망)|기업경기조사(실적)|기업경기조사(전망)|경영애로사항|제조부문 생산직 직종별 평균 조사노임(일급)|식품 및 식품첨가물 생산실적(도시락, 옹기류 제조업)|시도/산업별 광공업생산지수(2020=100)|지역별 기업경기조사(실적(2013.1~))|지역별 기업경기조사(전망(2013.2~))"
A02291_10,제조업생산,"{""raw"": ""{\""품목\"": [\""반도체\"", \""자동차\""], \""산업\"": [\""제조업\""]}""}",,부산 | 울산 | 경남,"올해 1분기 광업 및 제조업 생산을 보면, 충청권(1.6%)과 부산·울산·경남 지역인 동남권(1.2%)은 반도체·전자부품, 자동차 등의 생산이 늘면서 증가했다.",1,DIMENSION_MEMBER_CONFLICT|REGION_GRANULARITY_CONFLICT,DT_1F02004|DT_1YL15009|DT_1F02003|DT_1F02001|DT_1F02016,시도 공업구조별  제조업생산지수(2020=100)|제조업생산 증감률(시도)|시도 재별 제조업생산지수(2020=100)|시도/산업별 광공업생산지수(2020=100)|내수/수출 광공업출하지수(2020=100)
A01539_13,1인당 GDP,"{""raw"": ""{\""품목\"": [\""반도체\""]}""}",,전국,"◇반도체로 2만불, 車로 3만불 시대… ‘4만불 엔진’은 안 보여 1만729달러(1994년)→2만162달러(2005년)→3만667달러(2014년). 한국 경제는 1인당 GDP가 1만달러 간격의 허들을 넘을 때마다 확실한 동력을 갖고 있었다.",1,DIMENSION_MEMBER_CONFLICT,DT_200Y101|DT_2AQ151|DT_2AQ2510|DT_2AQ355|DT_2ILOPRO001|DT_2ILOPRO002|DT_2KAA904|DT_2KAAC09|DT_2KAC002|DT_2OENA01|DT_2UNS0071|DT_2UNS0072|DT_2WEO004|DT_2WEO005|DT_XNN0109|DT_XNS0109|INH_DT_XNN0040|INH_DT_XNS0040,"주요지표(연간지표)|경제규모|교육투입|담수|근로자 1인당 생산량(GDP 2021년 불변가격)|근로자 1인당 생산량(GDP 2015년 불변가격)|1인당 국내총생산(2015년 기준년가격)|보건관련 지출비|근로자 1인당 생산량(2015년 기준년가격)|1. 국내총생산|1인당 실질 GDP 연간 성장률|취업자 1인당 실질 GDP 연간 성장률|1인당 국내총생산, 불변가격|1인당 국내총생산, 당해년가격|1인당 국내총생산(2015년 기준년가격) - 동북·중앙아시아|1인당 국내총생산(2015년 기준년가격) - 남부·동남아시아|근로자 1인당 생산량(2015년 기준년가격) - 동북·중앙아시아국가|근로자 1인당 생산량(2015년 기준년가격) - 남부·동남아시아국가"
A02291_8,경제성장률,"{""raw"": ""{\""산업\"": [\""제조업\"", \""건설업\""]}""}",,대구,"반면, 광업과 제조업, 건설업의 생산이 감소했던 대구(-3.9%)는 전년 동기 대비 지역내총생산 성장률이 가장 낮았다.",1,DIMENSION_MEMBER_CONFLICT|REGION_GRANULARITY_CONFLICT|TIME_NOT_AVAILABLE,DT_1C91|DT_1SSLA030R|DT_200Y101|DT_200Y106|DT_200Y124|DT_2OEEM3010,"시도별 경제활동별 지역내총생산|여성취업에 대한 견해 (13세 이상 인구)|주요지표(연간지표)|경제활동별 GDP 및 GNI(원계열, 실질, 분기 및 연간)|경제활동별 성장기여도(원계열, 실질, 분기 및 연간)|노동 통계"
A00749_2,출생아 수,"{""raw"": ""{\""성별\"": \""여성\""}""}",,,"코로나로 결혼을 미루다 2년 전쯤 뒤늦게 부부가 된 ‘엔데믹(풍토병화) 커플’이 아이를 낳기 시작한 데다, 연간 출생아 수가 70만명대로 늘어난 1990년대 초반생(1991~1995년 출생)들이 결혼해서 아이를 낳는 적령기(여성의 첫아이 출산 연령은 평균 33세)를 맞은 영향이 컸다.",1,DIMENSION_MEMBER_CONFLICT,DT_1B8000G,월.분기.연간 인구동향(출생사망혼인이혼)
A01111_14,출생아 수,"{""raw"": ""{\""성별\"": \""여성\"", \""연령\"": \""30~34세\""}""}",,,"통계청이 이날 처음으로 공개한 어머니 연령별 출산율 자료에 따르면, 지난 1월 30~34세 여성 1000명당 출생아 수를 뜻하는 30대 초반 출산율은 81.1명을 기록했다.",1,DIMENSION_MEMBER_CONFLICT,DT_1B8000G,월.분기.연간 인구동향(출생사망혼인이혼)
A02202_10,1인 가구 수,"{""raw"": ""{\""연령\"": \""50~59세\""}""}",1인 가구,,"60세 이상 1인 가구는 지난해 296만4000가구로 전년 대비 26만4000가구가 늘었고, 50~59세 1인 가구도 7만1000가구가 늘었다.",1,DIMENSION_MEMBER_CONFLICT|METADATA_INCOMPLETE|UNIT_CONFLICT,DT_1ES4I007S|DT_1YL12701|DT_1PL1501|DT_1PL1509|DT_113_STBL_1032348|DT_1ES4I001S|DT_1HDAAB01|DT_1HDAAB02|DT_1HDAAB03|DT_1HDAAB06|DT_1HDAAB07|DT_1HDAAB08|DT_1HDAAD01|DT_1OH0405|DT_1OH0416|DT_1OH0419|DT_1SSHE020R|DT_1SSIC010R|DT_1SSIC022R|DT_1SSSP041R|DT_405001_H001|DT_413003_2024_208|DT_1A02008|DT_1A02020|DT_1JC1511|DT_1LC0027|DT_1LC0028|DT_1YL21161,"시도별 1인 취업가구|독거노인가구비율(시도/시/군/구)|성 및 거처의 종류별 1인가구 - 시군구|성, 연령 및 거처의 종류별 1인가구 - 시군구|문화예술행사 참여 동반자-뮤지컬|1인 취업가구 현황|가구특성별 소득원천별 가구소득|가구특성별 소득분위별 가구소득|가구특성별 소득구간별 가구분포|가구특성별 비목별 비소비지출|가구특성별 비목별 소비지출|가구특성별 소비지출구간별 가구분포|가구특성별 자산·부채|거주지역/세대구성별 주택소유 가구수|거주지역/가구원수별 아파트소유 가구수|거주지역/가구원수별 무주택 가구수|건강관리(13세 이상 인구)|주관적 소득수준 (19세 이상 가구주)|가구부채 변화(1년 전과 비교하여, 19세 이상 가구주)|사회적 관계망 (13세 이상 인구)|가구 응답자 특성표|소셜미디어에서 접하는 뉴스 장점[1순위]|시도별(시군별) · 가구원 수별 귀농가구|시도별(시군별) · 가구원 수별 귀촌가구|가구주의 연령 및 가구원수별 가구(일반가구) - 시군구|가구원수별 가구_시도|가구유형별 가구_시도|1인가구비율(시도/시/군/구)"
A01853_4,물가상승률,"{""raw"": ""{\""품목\"": [\""석유제품\""]}""}",,,"전월 대비 상승폭을 품목별로 보면 농산물(-5.8%), 석탄·석유제품(-2.6%)이 전체 생산자물가를 끌어내렸다.",1,DIMENSION_MEMBER_CONFLICT,DT_1J22001|DT_1J22002|DT_1J22003|DT_1J22004|DT_1J22005|DT_1J22006|DT_1J22007|DT_1J22009|DT_1J22010|DT_1J22042|DT_1J22112|DT_2IFS002|DT_2IFS010|DT_511Y003|DT_1YL20581|INH_1J22003,"지출목적별 소비자물가지수(품목포함, 2020=100)|품목성질별 소비자물가지수(2020=100)|소비자물가지수(2020=100)|신선식품지수(2020=100)|생활물가지수(2020=100)|자가주거비포함 소비자물가지수(2020=100)|농산물 및 석유류제외지수(2020=100)|식료품 및 에너지제외지수(2020=100)|특수분류 소비자물가지수(2020=100)|월별 소비자물가 등락률|품목별 소비자물가지수(품목성질별: 2020=100)|소비자물가지수|실효환율|기대인플레이션율(전국, 월)|소비자물가 등락률(시도/시)|소비자물가지수(시도)"
A02385_32,물가상승률,"{""raw"": ""{\""품목\"": [\""계란\""]}""}",,,라면에 계란을 풀어 파는 외식 라면 물가도 지난달 4%나 뛰었다.,1,DIMENSION_MEMBER_CONFLICT|UNIT_CONFLICT,DT_1J22001|DT_1J22006|DT_1J22042|DT_2IFS002|DT_2IFS010|DT_511Y003|DT_1YL20581,"지출목적별 소비자물가지수(품목포함, 2020=100)|자가주거비포함 소비자물가지수(2020=100)|월별 소비자물가 등락률|소비자물가지수|실효환율|기대인플레이션율(전국, 월)|소비자물가 등락률(시도/시)"
A00006_11,수출액,"{""raw"": ""{\""품목\"": [\""자동차\""]}""}",,,"자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다.",1,DIMENSION_MEMBER_CONFLICT|METADATA_INCOMPLETE|TIME_NOT_AVAILABLE|UNIT_CONFLICT,DT_1R11001_FRM101|DT_1R11006_FRM101|DT_145009_018|DT_145009_031|DT_14508_014|DT_1F02012|DT_403Y001|DT_403Y002|DT_B10066|DT_402Y014|DT_1TEC_P227|DT_1TEC_P229|DT_1TEC_P322|DT_1YL6901|DT_134001_001|DT_14217M_259|DT_145009_015|DT_2KAA513|DT_2KAA523|DT_36005_A028|DT_403Y003|DT_B_XNN0001|DT_B_XNS0001|DT_B10062,"품목별 수출액, 수입액|국가별 수출액, 수입액|완제의약품·원료의약품 수출액 상위 10개국 현황|의약품 수출액 상위 10개국 현황|의료기기 수출액 기준 상위 10개 업체 현황|품목별 광공업 생산·출하·재고·내수·수출량|수출금액지수|수출물량지수|대륙별·국가별 중소기업 수출|수출물가지수(기본분류)|기업규모별 주요국가별 수출입|기업규모별 재화성질별 수출입|산업별(KSIC11차) 재화특성별 수출입|수출액(시도)|수출입총괄|신규 진출 국가 여부|원료·완제의약품 수출·수입액|상대국가별 자동차 수출·수입|주요국의 자동차 수출·수입|자동차 및 자동차부품 항목별 EBSI 전망|수입금액지수|국가별 품목별 수출 현황 - 동북·중앙아시아|국가별 품목별 수출 현황 - 남부·동남아시아|지역별 중소기업 수출"
A00094_3,수입액,"{""raw"": ""{\""품목\"": [\""자동차\""]}""}",,서울,"7일 샤오미테크놀로지코리아와 서울중앙지법에 따르면, 샤오미는 지난해 9월 자본금 4억8000만원 규모로 국내 법인을 설립하면서 사업 목적에 휴대폰, 태블릿, 대형 가전, 청소 가전 등과 함께 자동차와 자동차 부품 수입과 도소매업을 기재했다.",1,DIMENSION_MEMBER_CONFLICT,DT_1YL7001,수입액(시도)
A00186_6,수출액,"{""raw"": ""{\""품목\"": [\""친환경차\""]}""}",,,하이브리드차 수출은 전년 대비 44.6% 증가한 39만7200대로 전체 친환경차 수출의 56.1%를 차지했다.,1,DIMENSION_MEMBER_CONFLICT,DT_1R11001_FRM101|DT_1R11006_FRM101|DT_145009_018|DT_145009_031|DT_145009_033|DT_145009_034|DT_14508_014|DT_1F02011|DT_1F02012|DT_403Y001|DT_403Y002|DT_B10066|DT_402Y014|DT_1TEC_P227|DT_1TEC_P229|DT_1TEC_P322|DT_1YL6901|DT_134001_001|DT_134006_N008|DT_145009_015|DT_145009_026|DT_145013_035|DT_14508_007|DT_403Y003|DT_406N_302001_A003|DT_B_XNN0001|DT_B10062|DT_1F02003,"품목별 수출액, 수입액|국가별 수출액, 수입액|완제의약품·원료의약품 수출액 상위 10개국 현황|의약품 수출액 상위 10개국 현황|완제의약품 수출액 상위 10개 품목 현황(수출실적 보고의무자)-연도별|원료의약품 수출액 상위 10개 품목 현황(수출실적 보고의무자)-연도별|의료기기 수출액 기준 상위 10개 업체 현황|기본분류 일부항목 제외 광공업생산지수(2020=100)|품목별 광공업 생산·출하·재고·내수·수출량|수출금액지수|수출물량지수|대륙별·국가별 중소기업 수출|수출물가지수(기본분류)|기업규모별 주요국가별 수출입|기업규모별 재화성질별 수출입|산업별(KSIC11차) 재화특성별 수출입|수출액(시도)|수출입총괄|교역국가수별 수입·수출현황|원료·완제의약품 수출·수입액|국내 의약품 생산·수출·수입액, 무역수지, 시장규모|의료용 마약류 연간 수출실적|의료기기 생산·수출·수입액, 무역수지, 시장규모|수입금액지수|투자동기별 설비투자|국가별 품목별 수출 현황 - 동북·중앙아시아|지역별 중소기업 수출|시도 재별 제조업생산지수(2020=100)"
