claim_id,indicator,dimension,population,region,source_sentence,nearest_reject_count,nearest_reject_codes,nearest_table_ids,nearest_table_names
A02558_21,경제활동인구,null,,,지난달 비경제활동인구 중 활동 상태를 ‘쉬었음’이라고 응답한 20대는 39만6000명으로 전년 동월 대비 2000명 늘었다.,1,UNIT_CONFLICT,DT_1DA7001S|DT_1DA7002S|DT_1DA7003S|DT_1DA9001S|DT_1DA7012S|DT_1DA7004S|INH_1DA7014S_01|DT_1DA7013S|DT_1DA7145S|DT_1DA7146S|DT_1DA7300AS|DT_1DA7300S|DT_1DA9002S|DT_1DA9007S|DT_1DA9008S|DT_1DA9009S|INH_1DA7014S_02,"성별 경제활동인구 총괄|연령별 경제활동인구 총괄|교육정도별 경제활동인구|계절조정 경제활동인구 총괄|성/연령별 경제활동인구|행정구역(시도)별 경제활동인구|경제활동인구(시도)|성/교육정도별 경제활동인구|성/활동상태별 비경제활동인구|행정구역(시도)/활동상태별 비경제활동인구|고용보조지표(청년층, 15~29세)|고용보조지표(전체)|연령별 계절조정|고용보조지표 계절조정 (전체)|고용보조지표 계절조정 (청년, 15~29세)|행정구역(시도)별 계절조정|경제활동참가율(시도)"
A02569_6,취업자 수,"{""raw"": ""{\""산업\"": [\""제조업\""]}""}",,,하지만 전체 취업자의 15% 이상을 차지하는 취업자 수 1위 업종인 제조업 분야는 전년 동월 대비 8만3000명 줄었다.,1,UNIT_CONFLICT,DT_1DA7E06S_NEW,산업별 취업자
A02633_10,취업자 수,null,,,"특히 50대는 작년까지는 계속해서 매달 취업자 수가 전년대비 증가했는데, 올해 들어 1월부터는 9개월 연속 전년대비 감소하는 모습을 보이고 있다.",1,UNIT_CONFLICT,DT_1DA7001S,성별 경제활동인구 총괄
A02638_3,취업자 수,null,,,"17일 국가데이터처의 ‘9월 고용 동향’에 따르면, 지난달 20대 취업자는 343만5000명으로 지난해 9월(356만9000명)보다 13만4000명 줄었다.",1,UNIT_CONFLICT,DT_1DA7001S,성별 경제활동인구 총괄
A02638_5,취업자 수,null,,,20대 취업자 수는 2022년 11월(-4000명) 이후 2년 11개월 연속 줄어들고 있다.,1,UNIT_CONFLICT,DT_1DA7001S,성별 경제활동인구 총괄
A02638_7,고용률,null,,,지난달 20대 고용률은 60.7%로 전체 고용률(63.7%)보다 3%포인트 낮았다.,1,FREQUENCY_CONFLICT|UNIT_CONFLICT,INH_1DA7014S_03|DT_2STES032|DT_1DA7001S|DT_1DA7002S|DT_1DA7003S|DT_1DA9001S|DT_1DA7012S|INH_2OEEM2017|DT_2AQ254|DT_1DA7004S|DT_1DA7300AS|DT_1DA7300S|DT_1DA9008S,"고용률(시도)|연간주기 미만의 노동 통계 ＞ 고용률|성별 경제활동인구 총괄|연령별 경제활동인구 총괄|교육정도별 경제활동인구|계절조정 경제활동인구 총괄|성/연령별 경제활동인구|고용률|양질의 일자리와 노동생산성|행정구역(시도)별 경제활동인구|고용보조지표(청년층, 15~29세)|고용보조지표(전체)|고용보조지표 계절조정 (청년, 15~29세)"
A02638_9,고용률,null,,,20대 고용률은 지난해 9월(-0.2%포인트) 이후 13개월 연속 오르지 못하고 있다.,1,FREQUENCY_CONFLICT|UNIT_CONFLICT,INH_1DA7014S_03|DT_2STES032|DT_1DA7001S|DT_1DA7002S|DT_1DA7003S|DT_1DA9001S|DT_1DA7012S|INH_2OEEM2017|DT_2AQ254|DT_1DA7004S|DT_1DA7300AS|DT_1DA7300S|DT_1DA9008S|DT_441001_112,"고용률(시도)|연간주기 미만의 노동 통계 ＞ 고용률|성별 경제활동인구 총괄|연령별 경제활동인구 총괄|교육정도별 경제활동인구|계절조정 경제활동인구 총괄|성/연령별 경제활동인구|고용률|양질의 일자리와 노동생산성|행정구역(시도)별 경제활동인구|고용보조지표(청년층, 15~29세)|고용보조지표(전체)|고용보조지표 계절조정 (청년, 15~29세)|고용형태별 종사자 수"
A02656_27,취업자 수,null,,,조사 시점을 기준으로 최근 3개월간 비거주 복지시설 운영업 취업자의 평균 임금은 125만원이다.,1,UNIT_CONFLICT,DT_1DA7001S,성별 경제활동인구 총괄
A02343_4,전산업생산,null,,,산업 생산은 지난 4월(-0.8%) 이후 두 달 연속 마이너스다.,1,UNIT_CONFLICT,DT_1JH20201,전산업생산지수(원지수)
A00308_14,수출액,null,,,"경제 성장률에 얼마나 영향을 미쳤는지 보여주는 성장기여도는 순수출(수출-수입)이 작년 3분기 -0.8%포인트에서 4분기 0.1%포인트로 올라갔으나, 내수는 0.8%포인트에서 0%포인트로 추락했다.",1,METADATA_INCOMPLETE|UNIT_CONFLICT,DT_1R11001_FRM101|DT_1R11006_FRM101|DT_1F02011|DT_1F02012|DT_403Y001|DT_403Y002|DT_B10066|DT_402Y014|DT_1TEC_P227|DT_1TEC_P229|DT_1TEC_P322|DT_1YL6901|DT_110030_001|DT_115012_A002|DT_115034_B021|DT_115037_001|DT_115037_002|DT_134001_001|DT_134001_002|DT_134001_003|DT_134006_N008|DT_14217C_058|DT_14217C_059|DT_14217M_259|DT_14217M_260|DT_14217M_261|DT_145009_015|DT_145009_026|DT_145013_035|DT_14508_007|DT_175001_041|DT_2ATT015|DT_2ATT019|DT_2ATT021|DT_2KAA807|DT_2KAA808|DT_403Y003|DT_B_XNN0001|DT_B_XNS0001|DT_C_XNS0075|DT_C_XNS0076|DT_C_XNS0077|DT_C_XNS0078|DT_C_XNS0079|DT_MLTM_5002629|DT_XNN0119|DT_XNN0121|DT_XNS0119|DT_XNS0121|TX_10506_A041|DT_B10062|DT_1F02003,"품목별 수출액, 수입액|국가별 수출액, 수입액|기본분류 일부항목 제외 광공업생산지수(2020=100)|품목별 광공업 생산·출하·재고·내수·수출량|수출금액지수|수출물량지수|대륙별·국가별 중소기업 수출|수출물가지수(기본분류)|기업규모별 주요국가별 수출입|기업규모별 재화성질별 수출입|산업별(KSIC11차) 재화특성별 수출입|수출액(시도)|수출실적 총괄|국가 및 권역별 전산업·소재부품장비산업별 수출·수입|당해년도 말 기준 매출 및 수출 현황|대륙별·국가별 중견기업 수출|품목별 중견기업 수출|수출입총괄|국가별 수출입현황|대륙별 수출입 현황|교역국가수별 수입·수출현황|중견기업 후보기업 신규 진출 국가별 수출금액|중견기업 후보기업 신규 진출 대륙별 수출금액|신규 진출 국가 여부|신규 진출 국가별 수출금액(상위 14개)|신규 진출 대륙별 수출금액|원료·완제의약품 수출·수입액|국내 의약품 생산·수출·수입액, 무역수지, 시장규모|의료용 마약류 연간 수출실적|의료기기 생산·수출·수입액, 무역수지, 시장규모|수출현황|비(卑) 금속과 그 제품|무기·총포탄과 이들의 부분품과 부속품|예술품, 수집품, 골동품|수출·수입 물량지수|수출·수입 단가지수|수입금액지수|국가별 품목별 수출 현황 - 동북·중앙아시아|국가별 품목별 수출 현황 - 남부·동남아시아|동물성·식물성 지방과 기름 및 이들의 분해생산물, 조제한 식용 지방과 동물성·식물성 납 - 남부·동남아시아|조제 식료품, 음료·주류·식초, 담배·제조한 담배 대용물 - 남부·동남아시아|광물성 생산품 - 남부·동남아시아|화학공업이나 연관공업의 생산품 - 남부·동남아시아|플라스틱과 그 제품, 고무와 그 제품 - 남부·동남아시아|국가별 수출현황|수출·수입 - 동북·중앙아시아|무역의존도(GDP 대비 수출입 비율) - 동북·중앙아시아|수출·수입 - 남부·동남아시아|무역의존도(GDP 대비 수출입 비율) - 남부·동남아시아|계약연도별·국가별 수출 계약금액|지역별 중소기업 수출|시도 재별 제조업생산지수(2020=100)"
A00789_2,총인구,null,,경기,HMG그룹은 지난 1월 경기 용인시 처인구 역북동 신대지구 도시개발사업 공동주택 용지를 1813억원에 매입했다.,2,FREQUENCY_CONFLICT|REGION_GRANULARITY_CONFLICT|UNIT_CONFLICT,TX_117_2009_H5003|DT_1BPA401,"지역 및 기관별 신고접수율|시나리오별 추계인구(총인구, 인구구조, 성비 등) / 전국"
A02202_10,1인 가구 수,"{""raw"": ""{\""연령\"": \""50~59세\""}""}",1인 가구,,"60세 이상 1인 가구는 지난해 296만4000가구로 전년 대비 26만4000가구가 늘었고, 50~59세 1인 가구도 7만1000가구가 늘었다.",1,DIMENSION_MEMBER_CONFLICT|METADATA_INCOMPLETE|UNIT_CONFLICT,DT_1ES4I007S|DT_1YL12701|DT_1PL1501|DT_1PL1509|DT_113_STBL_1032348|DT_1ES4I001S|DT_1HDAAB01|DT_1HDAAB02|DT_1HDAAB03|DT_1HDAAB06|DT_1HDAAB07|DT_1HDAAB08|DT_1HDAAD01|DT_1OH0405|DT_1OH0416|DT_1OH0419|DT_1SSHE020R|DT_1SSIC010R|DT_1SSIC022R|DT_1SSSP041R|DT_405001_H001|DT_413003_2024_208|DT_1A02008|DT_1A02020|DT_1JC1511|DT_1LC0027|DT_1LC0028|DT_1YL21161,"시도별 1인 취업가구|독거노인가구비율(시도/시/군/구)|성 및 거처의 종류별 1인가구 - 시군구|성, 연령 및 거처의 종류별 1인가구 - 시군구|문화예술행사 참여 동반자-뮤지컬|1인 취업가구 현황|가구특성별 소득원천별 가구소득|가구특성별 소득분위별 가구소득|가구특성별 소득구간별 가구분포|가구특성별 비목별 비소비지출|가구특성별 비목별 소비지출|가구특성별 소비지출구간별 가구분포|가구특성별 자산·부채|거주지역/세대구성별 주택소유 가구수|거주지역/가구원수별 아파트소유 가구수|거주지역/가구원수별 무주택 가구수|건강관리(13세 이상 인구)|주관적 소득수준 (19세 이상 가구주)|가구부채 변화(1년 전과 비교하여, 19세 이상 가구주)|사회적 관계망 (13세 이상 인구)|가구 응답자 특성표|소셜미디어에서 접하는 뉴스 장점[1순위]|시도별(시군별) · 가구원 수별 귀농가구|시도별(시군별) · 가구원 수별 귀촌가구|가구주의 연령 및 가구원수별 가구(일반가구) - 시군구|가구원수별 가구_시도|가구유형별 가구_시도|1인가구비율(시도/시/군/구)"
A02282_18,출생아 수,null,,,상대적으로 인구가 많은 1990년... 1월 출생아 11.6% 역대 최대폭 증가...'제2 에코붐' 90년대생 효과 올해 첫 달 출생아가 전년 동월 대비 11.6% 늘어나며 1월 기준 사상 최대 증가폭을 보였다.,1,UNIT_CONFLICT,DT_1B8000G,월.분기.연간 인구동향(출생사망혼인이혼)
A02624_7,총인구,null,,,20대 인구는 2020년 703만명을 기록한 후 4년 연속 감소세다.,1,TIME_NOT_AVAILABLE|UNIT_CONFLICT,TX_117_2009_H5003|DT_1BPA401,"지역 및 기관별 신고접수율|시나리오별 추계인구(총인구, 인구구조, 성비 등) / 전국"
A02385_32,물가상승률,"{""raw"": ""{\""품목\"": [\""계란\""]}""}",,,라면에 계란을 풀어 파는 외식 라면 물가도 지난달 4%나 뛰었다.,1,DIMENSION_MEMBER_CONFLICT|UNIT_CONFLICT,DT_1J22001|DT_1J22006|DT_1J22042|DT_2IFS002|DT_2IFS010|DT_511Y003|DT_1YL20581,"지출목적별 소비자물가지수(품목포함, 2020=100)|자가주거비포함 소비자물가지수(2020=100)|월별 소비자물가 등락률|소비자물가지수|실효환율|기대인플레이션율(전국, 월)|소비자물가 등락률(시도/시)"
A00006_11,수출액,"{""raw"": ""{\""품목\"": [\""자동차\""]}""}",,,"자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다.",1,DIMENSION_MEMBER_CONFLICT|METADATA_INCOMPLETE|TIME_NOT_AVAILABLE|UNIT_CONFLICT,DT_1R11001_FRM101|DT_1R11006_FRM101|DT_145009_018|DT_145009_031|DT_14508_014|DT_1F02012|DT_403Y001|DT_403Y002|DT_B10066|DT_402Y014|DT_1TEC_P227|DT_1TEC_P229|DT_1TEC_P322|DT_1YL6901|DT_134001_001|DT_14217M_259|DT_145009_015|DT_2KAA513|DT_2KAA523|DT_36005_A028|DT_403Y003|DT_B_XNN0001|DT_B_XNS0001|DT_B10062,"품목별 수출액, 수입액|국가별 수출액, 수입액|완제의약품·원료의약품 수출액 상위 10개국 현황|의약품 수출액 상위 10개국 현황|의료기기 수출액 기준 상위 10개 업체 현황|품목별 광공업 생산·출하·재고·내수·수출량|수출금액지수|수출물량지수|대륙별·국가별 중소기업 수출|수출물가지수(기본분류)|기업규모별 주요국가별 수출입|기업규모별 재화성질별 수출입|산업별(KSIC11차) 재화특성별 수출입|수출액(시도)|수출입총괄|신규 진출 국가 여부|원료·완제의약품 수출·수입액|상대국가별 자동차 수출·수입|주요국의 자동차 수출·수입|자동차 및 자동차부품 항목별 EBSI 전망|수입금액지수|국가별 품목별 수출 현황 - 동북·중앙아시아|국가별 품목별 수출 현황 - 남부·동남아시아|지역별 중소기업 수출"
A00308_6,수출액,null,,,그나마 수출이 잘됐던 작년 1분기(1.3%) 덕에 2% 턱걸이를 했다.,1,FREQUENCY_CONFLICT|UNIT_CONFLICT,DT_1R11001_FRM101|DT_1R11006_FRM101|DT_114061_033|DT_1F02011|DT_1F02012|DT_2KAA806|DT_403Y001|DT_403Y002|DT_B10066|DT_402Y014|DT_1TEC_P227|DT_1TEC_P229|DT_1TEC_P322|DT_1YL6901|DT_115037_001|DT_115037_002|DT_134006_N008|DT_14217M_259|DT_175001_041|DT_2ATT015|DT_2ATT019|DT_2ATT021|DT_2KAA807|DT_2KAA808|DT_403Y003|DT_C_XNS0075|DT_C_XNS0076|DT_C_XNS0077|DT_C_XNS0078|DT_C_XNS0079|DT_XNN0119|DT_XNN0121|DT_XNS0119|DT_XNS0121|DT_B10062|DT_1F02003,"품목별 수출액, 수입액|국가별 수출액, 수입액|수출여부 및 수출액|기본분류 일부항목 제외 광공업생산지수(2020=100)|품목별 광공업 생산·출하·재고·내수·수출량|무역의존도(GDP 대비 수출입 비율)|수출금액지수|수출물량지수|대륙별·국가별 중소기업 수출|수출물가지수(기본분류)|기업규모별 주요국가별 수출입|기업규모별 재화성질별 수출입|산업별(KSIC11차) 재화특성별 수출입|수출액(시도)|대륙별·국가별 중견기업 수출|품목별 중견기업 수출|교역국가수별 수입·수출현황|신규 진출 국가 여부|수출현황|비(卑) 금속과 그 제품|무기·총포탄과 이들의 부분품과 부속품|예술품, 수집품, 골동품|수출·수입 물량지수|수출·수입 단가지수|수입금액지수|동물성·식물성 지방과 기름 및 이들의 분해생산물, 조제한 식용 지방과 동물성·식물성 납 - 남부·동남아시아|조제 식료품, 음료·주류·식초, 담배·제조한 담배 대용물 - 남부·동남아시아|광물성 생산품 - 남부·동남아시아|화학공업이나 연관공업의 생산품 - 남부·동남아시아|플라스틱과 그 제품, 고무와 그 제품 - 남부·동남아시아|수출·수입 - 동북·중앙아시아|무역의존도(GDP 대비 수출입 비율) - 동북·중앙아시아|수출·수입 - 남부·동남아시아|무역의존도(GDP 대비 수출입 비율) - 남부·동남아시아|지역별 중소기업 수출|시도 재별 제조업생산지수(2020=100)"
A00365_2,수출액,"{""raw"": ""{\""품목\"": [\""농수산\""]}""}",,전국,29일 농림축산식품부와 한국농수산식품유통공사(aT)에 따르면 지난해 떡류 수출액은 9140만달러(약 1313억원)로 1억달러에 근접했다.,1,DIMENSION_MEMBER_CONFLICT|UNIT_CONFLICT,DT_145011_A006|DT_1R11001_FRM101|DT_1R11006_FRM101|DT_115031_008|DT_145009_018|DT_145009_031|DT_14508_014|DT_B10066|DT_1TEC_P227|DT_1TEC_P229|DT_1TEC_P322|DT_1YL6901|DT_104Y016|DT_115031_009|DT_134001_001|DT_14217C_058|DT_14217C_059|DT_14217M_259|DT_14217M_260|DT_14217M_261|DT_145009_015|DT_175001_041|DT_2ATT015|DT_2ATT019|DT_2ATT021|DT_2KAA807|DT_2KAA808|DT_B_XNN0001|DT_B_XNS0001|DT_C_XNS0075|DT_C_XNS0076|DT_C_XNS0077|DT_C_XNS0078|DT_C_XNS0079|DT_XNN0119|DT_XNN0121|DT_XNS0119|DT_XNS0121|DT_B10062,"화장품 수입 및 수출액 현황|품목별 수출액, 수입액|국가별 수출액, 수입액|나노수출액|완제의약품·원료의약품 수출액 상위 10개국 현황|의약품 수출액 상위 10개국 현황|의료기기 수출액 기준 상위 10개 업체 현황|대륙별·국가별 중소기업 수출|기업규모별 주요국가별 수출입|기업규모별 재화성질별 수출입|산업별(KSIC11차) 재화특성별 수출입|수출액(시도)|예금은행 대출금(말잔)|나노수출/업체 총 수출 비중|수출입총괄|중견기업 후보기업 신규 진출 국가별 수출금액|중견기업 후보기업 신규 진출 대륙별 수출금액|신규 진출 국가 여부|신규 진출 국가별 수출금액(상위 14개)|신규 진출 대륙별 수출금액|원료·완제의약품 수출·수입액|수출현황|비(卑) 금속과 그 제품|무기·총포탄과 이들의 부분품과 부속품|예술품, 수집품, 골동품|수출·수입 물량지수|수출·수입 단가지수|국가별 품목별 수출 현황 - 동북·중앙아시아|국가별 품목별 수출 현황 - 남부·동남아시아|동물성·식물성 지방과 기름 및 이들의 분해생산물, 조제한 식용 지방과 동물성·식물성 납 - 남부·동남아시아|조제 식료품, 음료·주류·식초, 담배·제조한 담배 대용물 - 남부·동남아시아|광물성 생산품 - 남부·동남아시아|화학공업이나 연관공업의 생산품 - 남부·동남아시아|플라스틱과 그 제품, 고무와 그 제품 - 남부·동남아시아|수출·수입 - 동북·중앙아시아|무역의존도(GDP 대비 수출입 비율) - 동북·중앙아시아|수출·수입 - 남부·동남아시아|무역의존도(GDP 대비 수출입 비율) - 남부·동남아시아|지역별 중소기업 수출"
A00904_8,수출액,"{""raw"": ""{\""품목\"": [\""반도체\""]}""}",,,"반도체 수출은 0.03% 늘어나는 데 그치면서, 전체 수출에서 차지하는 비중이 19.8%로 전년 동기 대비 0.6%포인트 줄었다.",1,DIMENSION_MEMBER_CONFLICT|TIME_NOT_AVAILABLE|UNIT_CONFLICT,DT_115031_008|DT_403Y001|DT_403Y002|DT_402Y014|DT_1TEC_P229|DT_115031_009|DT_134006_N008|DT_1F02016|DT_403Y003|DT_406N_302001_A005|DT_V24_G004_1|DT_V25_A055,나노수출액|수출금액지수|수출물량지수|수출물가지수(기본분류)|기업규모별 재화성질별 수출입|나노수출/업체 총 수출 비중|교역국가수별 수입·수출현황|내수/수출 광공업출하지수(2020=100)|수입금액지수|수출비율별 설비투자|직·간접 수출 현황
A01313_28,수출액,"{""raw"": ""{\""품목\"": [\""자동차\"", \""화장품\""]}""}",,,지정학적인 요인으로 지난해 화장품에 이어 수출 2위 품목에 자동차가 깜짝 등장하기도 했다.,1,DIMENSION_MEMBER_CONFLICT|UNIT_CONFLICT,DT_403Y001|DT_403Y002|DT_402Y014|DT_1YL6901|DT_134006_N001|DT_134006_N012|DT_134006_N017|DT_175001_041|DT_2ATT015|DT_2ATT019|DT_2ATT021|DT_2KAA807|DT_2KAA808|DT_403Y003|DT_C_XNN0078|DT_C_XNS0075|DT_C_XNS0076|DT_C_XNS0077|DT_C_XNS0078|DT_C_XNS0079|DT_XNN0119|DT_XNN0121|DT_XNS0119|DT_XNS0121,"수출금액지수|수출물량지수|수출물가지수(기본분류)|수출액(시도)|품목별 수입·수출현황|품목별 고성장·가젤기업 수출현황|품목별 생존율·존속률 현황|수출현황|비(卑) 금속과 그 제품|무기·총포탄과 이들의 부분품과 부속품|예술품, 수집품, 골동품|수출·수입 물량지수|수출·수입 단가지수|수입금액지수|화학공업이나 연관공업의 생산품 - 동북·중앙아시아|동물성·식물성 지방과 기름 및 이들의 분해생산물, 조제한 식용 지방과 동물성·식물성 납 - 남부·동남아시아|조제 식료품, 음료·주류·식초, 담배·제조한 담배 대용물 - 남부·동남아시아|광물성 생산품 - 남부·동남아시아|화학공업이나 연관공업의 생산품 - 남부·동남아시아|플라스틱과 그 제품, 고무와 그 제품 - 남부·동남아시아|수출·수입 - 동북·중앙아시아|무역의존도(GDP 대비 수출입 비율) - 동북·중앙아시아|수출·수입 - 남부·동남아시아|무역의존도(GDP 대비 수출입 비율) - 남부·동남아시아"
A01480_17,수출액,null,,,순수출 성장 기여도는 올해 1분기 0.3%포인트로 집계됐다.,1,FREQUENCY_CONFLICT|UNIT_CONFLICT,DT_1R11001_FRM101|DT_1R11006_FRM101|DT_1F02011|DT_1F02012|DT_403Y001|DT_403Y002|DT_B10066|DT_402Y014|DT_1TEC_P227|DT_1TEC_P229|DT_1TEC_P322|DT_1YL6901|DT_115037_001|DT_115037_002|DT_403Y003|DT_B10062|DT_1F02003,"품목별 수출액, 수입액|국가별 수출액, 수입액|기본분류 일부항목 제외 광공업생산지수(2020=100)|품목별 광공업 생산·출하·재고·내수·수출량|수출금액지수|수출물량지수|대륙별·국가별 중소기업 수출|수출물가지수(기본분류)|기업규모별 주요국가별 수출입|기업규모별 재화성질별 수출입|산업별(KSIC11차) 재화특성별 수출입|수출액(시도)|대륙별·국가별 중견기업 수출|품목별 중견기업 수출|수입금액지수|지역별 중소기업 수출|시도 재별 제조업생산지수(2020=100)"
